@relation flare-solar
@attribute at1 real [1.0, 2.0]
@attribute at2 real [1.0, 3.0]
@attribute at3 real [1.0, 3.0]
@attribute at4 real [1.0, 2.0]
@attribute at5 real [1.0, 2.0]
@attribute at6 real [1.0, 2.0]
@attribute at7 real [0.0, 8.0]
@attribute at8 real [0.0, 5.0]
@attribute at9 real [0.0, 2.0]
@attribute class {-1.0, 1.0}
@inputs at1, at2, at3, at4, at5, at6, at7, at8, at9
@outputs class
@data
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, -1.0
2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 3.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 1.0, 3.0, 2.0, 1.0
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 3.0, 2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
2.0, 2.0, 3.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 3.0, 2.0, 2.0, 1.0, 6.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0
2.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, -1.0
1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 1.0
1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0
1.0, 1.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0
1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, -1.0
